index,Title,Director,Cast,genres,combo
818,naa peru surya naa illu india,vakkantham vamsi,allu arjun arjun sarja anu emmanuel r. sarathkumar boman irani thakur anoop singh sai kumar pradeep rawat harish uthaman rao ramesh nadhiya vennela kishore,Action,naa peru surya naa illu india vakkantham vamsi allu arjun arjun sarja anu emmanuel r. sarathkumar boman irani thakur anoop singh sai kumar pradeep rawat harish uthaman rao ramesh nadhiya vennela kishore Action
819,mahanati,nag ashwin,keerthi suresh dulquer salman samantha akkineni vijay devarakonda rajendra prasad,Drama,mahanati nag ashwin keerthi suresh dulquer salman samantha akkineni vijay devarakonda rajendra prasad Drama
820,mehbooba,puri jagannadh,akash puri neha shetty vishnu reddy sayaji shinde,un_known,mehbooba puri jagannadh akash puri neha shetty vishnu reddy sayaji shinde un_known
821,annadata sukhibhava,r. narayana murthy,r. narayana murthy,un_known,annadata sukhibhava r. narayana murthy r. narayana murthy un_known
822,seenugadi prema,r. k.,srinivasa rao bindu barbie,un_known,seenugadi prema r. k. srinivasa rao bindu barbie un_known
823,nela ticket,kalyan krishna,ravi teja malvika sharma jagapathi babu sampath raj priyadarshi pullikonda ali,Action Drama,nela ticket kalyan krishna ravi teja malvika sharma jagapathi babu sampath raj priyadarshi pullikonda ali Action Drama
824,ammammagarillu,sundar surya,naga shourya shamili sumithra rao ramesh posani krishna murali,Drama Family Romance,ammammagarillu sundar surya naga shourya shamili sumithra rao ramesh posani krishna murali Drama Family Romance
825,officer,ram gopal varma,nagarjuna akkineni myra sareen sayaji shinde,Crime Drama,officer ram gopal varma nagarjuna akkineni myra sareen sayaji shinde Crime Drama
826,raju gadu,sanjana reddy,raj tarun amyra dastur rajendra prasad,Comedy Romance,raju gadu sanjana reddy raj tarun amyra dastur rajendra prasad Comedy Romance
827,best lovers,nandi venkat reddy,sri karan amrutha divya,Drama Romance,best lovers nandi venkat reddy sri karan amrutha divya Drama Romance
828,naa... nuvve,jayendra panchapakesan,nandamuri kalyan ram tamannaah posani krishna murali tanikella bharani surekha vani,Romance Comedy,naa... nuvve jayendra panchapakesan nandamuri kalyan ram tamannaah posani krishna murali tanikella bharani surekha vani Romance Comedy
829,sammohanam,mohan krishna indraganti,sudheer babu aditi rao hydari,Drama,sammohanam mohan krishna indraganti sudheer babu aditi rao hydari Drama
830,jamba lakidi pamba,j. b. murali krishna,srinivas reddy siddhi idnani posani krishna murali vennela kishore raghu babu,Comedy Fantasy,jamba lakidi pamba j. b. murali krishna srinivas reddy siddhi idnani posani krishna murali vennela kishore raghu babu Comedy Fantasy
831,ee nagariniki emaindi,tharun bhascker dhaassyam,vishwak sen sai sushanth abhinav gomatam venkatesh kakumanu anisha ambrose,un_known,ee nagariniki emaindi tharun bhascker dhaassyam vishwak sen sai sushanth abhinav gomatam venkatesh kakumanu anisha ambrose un_known
832,sanjeevani,ravi vide,anuraag dev manoj chandra swetaa varma,un_known,sanjeevani ravi vide anuraag dev manoj chandra swetaa varma un_known
833,shambho shankara,n. sreedhar,shakalaka shankar karunya chowdhary ajay ghosh ravi prakash,un_known,shambho shankara n. sreedhar shakalaka shankar karunya chowdhary ajay ghosh ravi prakash un_known
834,super sketch,ravi chavali,narsing makkala gary tantony indrasena,un_known,super sketch ravi chavali narsing makkala gary tantony indrasena un_known
835,pantham,k. chakravarthy,gopichand mehreen pirzada sampath raj mukesh rishi pavitra lokesh jaya prakash reddy ashish vidyarthi sayaji shinde,Drama Action,pantham k. chakravarthy gopichand mehreen pirzada sampath raj mukesh rishi pavitra lokesh jaya prakash reddy ashish vidyarthi sayaji shinde Drama Action
836,aghora,rao durgam,yuvaraj rejeti nagendra babu ponnambalam uttej jackee,Drama,aghora rao durgam yuvaraj rejeti nagendra babu ponnambalam uttej jackee Drama
837,divya mani,giridhar gopal,suresh kamal vaishali deepak,un_known,divya mani giridhar gopal suresh kamal vaishali deepak un_known
838,tej i love you,a. karunakaran,sai dharam tej anupama parameswaran surekha vani jayaprakash pavitra lokesh,Romance Drama,tej i love you a. karunakaran sai dharam tej anupama parameswaran surekha vani jayaprakash pavitra lokesh Romance Drama
839,rx 100,ajay bhupathi,karthikeya payal rajput rao ramesh ramki,Drama Action Romance,rx 100 ajay bhupathi karthikeya payal rajput rao ramesh ramki Drama Action Romance
840,vijetha,rakesh shashii,kalyaan dhev malavika nair murali sharma nassar,Romance,vijetha rakesh shashii kalyaan dhev malavika nair murali sharma nassar Romance
841,aatagadharaa siva,chandra siddhartha,uday shankar doddanna hyper aadi chammak chandra,Drama Thriller Comedy,aatagadharaa siva chandra siddhartha uday shankar doddanna hyper aadi chammak chandra Drama Thriller Comedy
842,lover,aneesh krishna,raj tarun riddhi kumar,Comedy,lover aneesh krishna raj tarun riddhi kumar Comedy
843,w/o ram,vijay yelakanti,lakshmi manchu samrat reddy,Thriller Crime,w/o ram vijay yelakanti lakshmi manchu samrat reddy Thriller Crime
844,saakshyam,sriwass,bellamkonda sreenivas pooja hegde sarath kumar meena jagapathi babu ravi kishan ashutosh rana,Action Romance Fantasy,saakshyam sriwass bellamkonda sreenivas pooja hegde sarath kumar meena jagapathi babu ravi kishan ashutosh rana Action Romance Fantasy
845,happy wedding,lakshman karya,sumanth ashwin niharika konidela naresh murli sharma,Romance Drama,happy wedding lakshman karya sumanth ashwin niharika konidela naresh murli sharma Romance Drama
846,brand babu,prabhakar podakandla,sumanth shailendra eesha rebba nalini murli sharma,Comedy Romance,brand babu prabhakar podakandla sumanth shailendra eesha rebba nalini murli sharma Comedy Romance
847,chi la sow,rahul ravindran,sushanth ruhani sharma vennela kishore anu haasan vidyullekha raman,Romance Comedy,chi la sow rahul ravindran sushanth ruhani sharma vennela kishore anu haasan vidyullekha raman Romance Comedy
848,devi vigraham,raju shetty,un_known,un_known,devi vigraham raju shetty un_known un_known
849,goodachari,sashi kiran tikka,adivi sesh sobhita dhulipala prakash raj jagapathi babu madhu shalini vennela kishore,un_known,goodachari sashi kiran tikka adivi sesh sobhita dhulipala prakash raj jagapathi babu madhu shalini vennela kishore un_known
850,siva kasipuram,hareesh vattikutti,rajesh sri chakravarthy priyanka sharma chammak chandra,un_known,siva kasipuram hareesh vattikutti rajesh sri chakravarthy priyanka sharma chammak chandra un_known
851,tharuvatha evaru,g. krishna reddy rajesh koduru,manoj priyanka sharma kamal kamaraju,Thriller Horror,tharuvatha evaru g. krishna reddy rajesh koduru manoj priyanka sharma kamal kamaraju Thriller Horror
852,srinivasa kalyanam,satish vegesna,nithiin raashi khanna nandita swetha prakash raj,Romance,srinivasa kalyanam satish vegesna nithiin raashi khanna nandita swetha prakash raj Romance
853,geetha govindam,parasuram,vijay devarakonda rashmika mandanna nagendra babu,Romance,geetha govindam parasuram vijay devarakonda rashmika mandanna nagendra babu Romance
854,aatagallu,paruchuri murali,nara rohit jagapathi babu darshana banik brahmanandam,Thriller Action Crime,aatagallu paruchuri murali nara rohit jagapathi babu darshana banik brahmanandam Thriller Action Crime
855,anthaku minchi,jhony,jai rashmi gautam,Horror Romance,anthaku minchi jhony jai rashmi gautam Horror Romance
856,neevevaro,hari nath,aadhi pinisetty taapsee pannu ritika singh vennela kishore,Thriller Romance,neevevaro hari nath aadhi pinisetty taapsee pannu ritika singh vennela kishore Thriller Romance
857,super sketch,ravi chavali,narsingh makkala gary tantony indra sena sameer datta sophiya,un_known,super sketch ravi chavali narsingh makkala gary tantony indra sena sameer datta sophiya un_known
858,@nartanasala,srinivas chakravarthy,naga shourya kashmira pardeshi yamini bhaskar jayaprakash reddy ajay,Drama Romance Comedy,@nartanasala srinivas chakravarthy naga shourya kashmira pardeshi yamini bhaskar jayaprakash reddy ajay Drama Romance Comedy
859,paper boy,v. jayashankar,santhosh shoban riya suman tanya hope,un_known,paper boy v. jayashankar santhosh shoban riya suman tanya hope un_known
860,sameeram,ravi gundaboina,yashwanth amrita acharya getup srinu jabardasth ramu,Drama Romance,sameeram ravi gundaboina yashwanth amrita acharya getup srinu jabardasth ramu Drama Romance
861,anu vamsi katha,ramesh mukkera,santhosh raj neha deshpande suman chammak chandra,un_known,anu vamsi katha ramesh mukkera santhosh raj neha deshpande suman chammak chandra un_known
862,c/o kancharapalem,venkatesh maha,nithya sree mohan bhagath kesava. k radha bessey vijaya praveena paruchuri subba rao,Drama,c/o kancharapalem venkatesh maha nithya sree mohan bhagath kesava. k radha bessey vijaya praveena paruchuri subba rao Drama
863,manu,phanindra narsetti,raja gautham chandini chowdhary aberaam varma mohan bhagath,Comedy,manu phanindra narsetti raja gautham chandini chowdhary aberaam varma mohan bhagath Comedy
864,premaku raincheck,akella peri srinivas,abhilash vadada priya vadlamani monica tavanam,un_known,premaku raincheck akella peri srinivas abhilash vadada priya vadlamani monica tavanam un_known
865,silly fellows,bhimaneni srinivasa rao,allari naresh sunil chitra shukla nandini rai poorna,Comedy,silly fellows bhimaneni srinivasa rao allari naresh sunil chitra shukla nandini rai poorna Comedy
866,enduko emo,koti vaddineni,nandu noel sean punarnavi bhupalam sudigali sudheer,un_known,enduko emo koti vaddineni nandu noel sean punarnavi bhupalam sudigali sudheer un_known
867,masakkali,nabi enugubala,sai ronak shravya kashi vishwanath sirisha,un_known,masakkali nabi enugubala sai ronak shravya kashi vishwanath sirisha un_known
868,shailaja reddy alludu,maruthi dasari,naga chaitanya anu emmanuel ramya krishna murali sharma vennela kishore naresh,Comedy Drama,shailaja reddy alludu maruthi dasari naga chaitanya anu emmanuel ramya krishna murali sharma vennela kishore naresh Comedy Drama
869,u turn,pawan kumar,samantha akkineni aadhi pinisetty rahul ravindran bhoomika chawla,Thriller,u turn pawan kumar samantha akkineni aadhi pinisetty rahul ravindran bhoomika chawla Thriller
870,ee maaya peremito,ramu koppula,rahul vijay kavya thapar rajendra prasad murali sharma,un_known,ee maaya peremito ramu koppula rahul vijay kavya thapar rajendra prasad murali sharma un_known
871,antharvedham,ch ravi kishore babu,tanikella bharani amar santoshi posani krishna murali,un_known,antharvedham ch ravi kishore babu tanikella bharani amar santoshi posani krishna murali un_known
872,nannu dochukunduvate,r. s. naidu,sudheer babu nabha natesh nassar thulasi shivamani,Romance,nannu dochukunduvate r. s. naidu sudheer babu nabha natesh nassar thulasi shivamani Romance
873,devadas,sriram adittya,nagarjuna nani rashmika mandanna aakanksha singh,Action Comedy Drama,devadas sriram adittya nagarjuna nani rashmika mandanna aakanksha singh Action Comedy Drama
874,natakam,kalyanji gogana,ashish gandhi ashima narwal,Action Horror,natakam kalyanji gogana ashish gandhi ashima narwal Action Horror
875,desamlo dongalu paddaru,goutham rajkumar,khayyum ali taniahq rajan ali pruthviraj lohit kumar,Drama,desamlo dongalu paddaru goutham rajkumar khayyum ali taniahq rajan ali pruthviraj lohit kumar Drama
876,bhale manchi chowka beram,murali krishna mudidani,naveed mujtaba ali khan yamini bhaskar kerintha nookaraju,Drama Comedy,bhale manchi chowka beram murali krishna mudidani naveed mujtaba ali khan yamini bhaskar kerintha nookaraju Drama Comedy
877,nota,anand shankar,vijay devarakonda mehreen pirzada yashika anand sathyaraj nassar,Mystery Crime Drama,nota anand shankar vijay devarakonda mehreen pirzada yashika anand sathyaraj nassar Mystery Crime Drama
878,aravinda sametha veera raghava,trivikram srinivas,n. t. rama rao jr. pooja hegde eesha rebba jagapathi babu sunil naveen chandra supriya pathak,Action Drama,aravinda sametha veera raghava trivikram srinivas n. t. rama rao jr. pooja hegde eesha rebba jagapathi babu sunil naveen chandra supriya pathak Action Drama
879,moodu puvulu aaru kayalu,ramaswamy,arjun yagith bharath bandaru sowmya venugopal pavani,un_known,moodu puvulu aaru kayalu ramaswamy arjun yagith bharath bandaru sowmya venugopal pavani un_known
880,hello guru prema kosame,trinadha rao nakkina,ram pothineni anupama parameswaran pranitha subhash prakash raj,Romance Family,hello guru prema kosame trinadha rao nakkina ram pothineni anupama parameswaran pranitha subhash prakash raj Romance Family
881,2 friends,srinivas glb,suraj gowda sonia dey sarkar farah titina akhil karthik,un_known,2 friends srinivas glb suraj gowda sonia dey sarkar farah titina akhil karthik un_known
882,bangari balaraju,kotendra dudyala,raghav karronya katrynn ajay ghosh rohini lekhana,un_known,bangari balaraju kotendra dudyala raghav karronya katrynn ajay ghosh rohini lekhana un_known
883,ratham,chandrashekar kanuri,geetanand chandni bhagwanani,un_known,ratham chandrashekar kanuri geetanand chandni bhagwanani un_known
884,veera bhoga vasantha rayalu,r. indrasena,nara rohith sudheer babu shriya saran sree vishnu,un_known,veera bhoga vasantha rayalu r. indrasena nara rohith sudheer babu shriya saran sree vishnu un_known
885,desa dimmari,nagesh naradasi,tanish alladi sherin suman mukul dev fish venkat,un_known,desa dimmari nagesh naradasi tanish alladi sherin suman mukul dev fish venkat un_known
886,kathanayakulu,habeeb shariff,prayaga bhasker raghavendra rao yadav,Drama,kathanayakulu habeeb shariff prayaga bhasker raghavendra rao yadav Drama
887,savyasachi,chandoo mondeti,naga chaitanya r. madhavan nidhhi agerwal bhumika chawla,Thriller Action,savyasachi chandoo mondeti naga chaitanya r. madhavan nidhhi agerwal bhumika chawla Thriller Action
888,adhugo,ravi babu,ravi babu nabha natesh abhishek varma bunty,un_known,adhugo ravi babu ravi babu nabha natesh abhishek varma bunty un_known
889,karma kartha kriya,nagu gawara,vasant sameer sahar afsha nutan raj ravi varma jayaprakash harsha uppaluri,Crime Thriller,karma kartha kriya nagu gawara vasant sameer sahar afsha nutan raj ravi varma jayaprakash harsha uppaluri Crime Thriller
890,amar akbar anthony,srinu vaitla,ravi teja ileana d'cruz laya tarun arora abhimanyu singh vikramjeet virk sunil vennela kishore,Comedy Drama,amar akbar anthony srinu vaitla ravi teja ileana d'cruz laya tarun arora abhimanyu singh vikramjeet virk sunil vennela kishore Comedy Drama
891,taxiwaala,rahul sankrityayan,vijay devarakonda priyanka jawlankar malavika nair ravi prakash,Thriller Comedy Horror,taxiwaala rahul sankrityayan vijay devarakonda priyanka jawlankar malavika nair ravi prakash Thriller Comedy Horror
892,sarabha,n. narasimha rao,aakash kumar mishti chakraborty sayaji shinde napolean nassar,Thriller Crime Mystery,sarabha n. narasimha rao aakash kumar mishti chakraborty sayaji shinde napolean nassar Thriller Crime Mystery
893,24 kisses,ayodhya kumar krishnamsetty,adith arun hebah patel naresh rao ramesh,Romance,24 kisses ayodhya kumar krishnamsetty adith arun hebah patel naresh rao ramesh Romance
894,law,gagan gopal mulka,kamal kamaraju pooja ramachandran mouryani manju bhargavi,War,law gagan gopal mulka kamal kamaraju pooja ramachandran mouryani manju bhargavi War
895,rangu,karthikeya,tanish priya singh posani krishna murali raghu karumanchi,Action,rangu karthikeya tanish priya singh posani krishna murali raghu karumanchi Action
